0.00000000,0.00000000,1.00000000,0.00018192,0.00000000
1.00079536,0.00000000,1.00000000,0.00018075,0.00000000
2.00159097,0.00000000,1.00000000,0.00018105,0.00000000
3.00238633,0.00000000,1.00000000,0.00020578,0.00000000
4.00318170,0.00000000,1.00000000,0.00020599,0.00000000
5.00397730,0.00000000,1.00000000,0.00017564,0.00000000
6.00477266,0.00000000,1.00000000,0.00013603,0.00000000
7.00556827,0.00000000,1.00000000,0.00013620,0.00000000
8.00636363,0.00000000,1.00000000,0.00008039,0.00000000
9.00715899,0.00000000,1.00000000,0.00008065,0.00000000
10.00795460,0.00000000,1.00000000,0.00007271,0.00000000
11.00874996,0.00000000,1.00000000,0.00006228,0.00000000
12.00954533,0.00000000,1.00000000,-0.00009771,0.00000000
13.01034093,0.00000000,1.00000000,-0.00009790,0.00000000
14.01113629,0.00000000,1.00000000,-0.00009763,0.00000000
15.01193190,0.00000000,1.00000000,-0.00009778,0.00000000
16.01272726,0.00000000,1.00000000,-0.00009760,0.00000000
17.01352262,0.00000000,1.00000000,-0.00009770,0.00000000
18.01431823,0.00000000,1.00000000,-0.00002772,0.00000000
19.01511359,0.00000000,1.00000000,-0.00009234,0.00000000
20.01590896,0.00000000,1.00000000,-0.00014984,0.00000000
21.01670456,0.00000000,1.00000000,-0.00013692,0.00000000
22.01749992,0.00000000,1.00000000,-0.00003183,0.00000000
23.01829553,0.00000000,1.00000000,0.00017936,0.00000000
24.01909089,0.00000000,1.00000000,0.00012121,0.00000000
25.01988626,0.00000000,1.00000000,0.00030116,0.00000000
26.02068186,0.00000000,1.00000000,0.00014262,0.00000000
27.02147722,0.00000000,1.00000000,0.00025306,0.00000000
28.02227259,0.00000000,1.00000000,0.00000600,0.00000000
29.02306819,0.00000000,1.00000000,-0.00075005,0.00000000
30.02386355,0.00000000,1.00000000,-0.00051767,0.00000000
31.02465916,0.00000000,1.00000000,0.00005253,0.00000000
32.02545452,0.00000000,1.00000000,0.00681372,0.00000000
33.02624989,0.00000000,1.00000000,-0.00721382,0.00000000
34.02704549,0.00000000,1.00000000,0.02169644,0.00000000
35.02784085,0.00000000,1.00000000,0.00399005,0.00000000
36.02863622,0.00000000,1.00000000,0.03359422,0.00000000
37.02943182,0.29000000,1.00000000,0.98892406,0.00000000
38.03022718,0.29000000,2.00000000,0.07611157,0.00000000
39.03102279,0.00000000,2.00000000,0.46870992,1.61000000
